"Langkær 27G, 6100 Haderslev"
"Varbergvej 67, 3. th, 6100 Haderslev"
"Vendekobbel 2, 6100 Haderslev"
"Vilstrup Bysving 21, 6100 Haderslev"
"Ærøvej 12, Starup, 6100 Haderslev"
"Øsbygade 38, st., 6100 Haderslev"
"Havsagergyde 23, Anslet, 6100 Haderslev"
"Hulvejen 4, Sandersvig, 6100 Haderslev"
"Kabdrupvej 59, Bjerning, 6100 Haderslev"
"Sandersvig Strandvej 52, Sandersvig, 6100 Haderslev"
"Skovbøllingvej 17, 6100 Haderslev"
"Søvej 6, Sandersvig, 6100 Haderslev"
"Aabenraavej 84, 4. c, 6100 Haderslev"
"Allegade 13, 1. th, 6100 Haderslev"
"Baldersvej 21, 6100 Haderslev"
"Blokhusskoven 58, Kelstrup Strand, 6100 Haderslev"
"Braineparken 22, 1. th, 6100 Haderslev"
"Bredgade 7A, 2. tv, 6100 Haderslev"
"Bræråvej 41, Hoptrup, 6100 Haderslev"
"Dalgade 6C, 6100 Haderslev"
"Drosselvej 30, 6100 Haderslev"
"Erlevvej 61, 6100 Haderslev"
"Favrdalen 67, 6100 Haderslev"
"Fjordglimt 23, Starup, 6100 Haderslev"
"Frejas Have 15, 6100 Haderslev"
"Fårehave 11, 2., Aastrup, 6100 Haderslev"
"Gravene 14D, 1. tv, 6100 Haderslev"
"Grønningen 32, st. tv, 6100 Haderslev"
"Hans Tausens Vej 11, 6100 Haderslev"
"Hejsager Strandvej 225, 6100 Haderslev"
"Hjortebrovej 25, st. th, 6100 Haderslev"
"Hovslundvej 22, Hoptrup, 6100 Haderslev"
"Jomfrustien 18A, 1., 6100 Haderslev"
"Kanekærvej 14, Kelstrup, 6100 Haderslev"
"Kelstrupvej 43, 6100 Haderslev"
"Klosteret 23H, 6100 Haderslev"
"Kløvervej 204, 6100 Haderslev"
"Kroghs Kobbel 43, 6100 Haderslev"
"Lindøvej 125, Starup, 6100 Haderslev"
"Lembckesvej 43, 1. tv, 6100 Haderslev"
"Lindevej 10, 1., 6100 Haderslev"
"Lyøvej 50, Starup, 6100 Haderslev"
"Moltrupvej 42, 1. 28, 6100 Haderslev"
"Nederbyvænget 282, Aastrup, 6100 Haderslev"
"Ny Allegade 24, 1. mf, 6100 Haderslev"
"Nørregade 12B, 2. tv, 6100 Haderslev"
"Odinsvej 23, 6100 Haderslev"
"Parkvej 5, 6100 Haderslev"
"Raade Strandpark 72, 6100 Haderslev"
"Ribe Landevej 53, 6100 Haderslev"
"Rosenbakken 103, 6100 Haderslev"
"Rådmandsvej 22, 1. 10, 6100 Haderslev"
"Selbjerg 32, Hoptrup, 6100 Haderslev"
"Skovbrynet 17, 6100 Haderslev"
"Skovvænget 72, 2. th, 6100 Haderslev"
"Slotsgade 6, st. th, 6100 Haderslev"
"Solbakken 21, 6100 Haderslev"
"Starup Højvænge 18, Starup, 6100 Haderslev"
"Storegade 24, 2., 6100 Haderslev"
"Sverigesvej 6, 6100 Haderslev"
"Sønderballe Strand 107, 6100 Haderslev"
"Søvang 38, Marstrup, 6100 Haderslev"
"Tjørnebakken 36, 6100 Haderslev"
"Tåsingevej 95, Starup, 6100 Haderslev"
"Varbergvej 67, 3. tv, 6100 Haderslev"
"Vendekobbel 4, 6100 Haderslev"
"Ærøvej 13, Starup, 6100 Haderslev"
"Øsbygade 38, 1., 6100 Haderslev"
"Havsagergyde 27, Anslet, 6100 Haderslev"
"Hulvejen 6, Sandersvig, 6100 Haderslev"
"Kabdrupvej 60, Bjerning, 6100 Haderslev"
"Sandersvig Strandvej 54, Sandersvig, 6100 Haderslev"
"Skovbøllingvej 20, 6100 Haderslev"
"Søvej 9, Sandersvig, 6100 Haderslev"
"Aabenraavej 84, 4. d, 6100 Haderslev"
"Aastrup Alle 49, 6100 Haderslev"
"Aastrupvej 67, 6100 Haderslev"
"Allegade 13, 1. tv, 6100 Haderslev"
"Baldersvej 23, 6100 Haderslev"
"Blokhusskoven 59, Kelstrup Strand, 6100 Haderslev"
"Braineparken 22, 1. tv, 6100 Haderslev"
"Bredgade 7B, 6100 Haderslev"
"Bræråvej 43, Hoptrup, 6100 Haderslev"
"Christen Kolds Vej 4, 6100 Haderslev"
"Dalgade 6D, 6100 Haderslev"
"Diernæs Strandby 74, 6100 Haderslev"
"Drosselvej 32, 6100 Haderslev"
"Erlevvej 62, 6100 Haderslev"
"Favrdalen 69, 6100 Haderslev"
"Fjordglimt 24, Starup, 6100 Haderslev"
"Frejas Have 16, 6100 Haderslev"
"Fårehave 12, 2., Aastrup, 6100 Haderslev"
"Gravene 14D, 2. th, 6100 Haderslev"
"Grønningen 32, 1. th, 6100 Haderslev"
"Hiort Lorenzens Vej 8G, 2. th, 6100 Haderslev"
"Hans Tausens Vej 12, 6100 Haderslev"
"Hejsager Strandvej 226, 6100 Haderslev"
"Hjortebrovej 25, st. tv, 6100 Haderslev"
"Hjortebrovej 96, 6100 Haderslev"
"Højgårdvej 37, 6100 Haderslev"
"Jomfrustien 18A, 2., 6100 Haderslev"
"Kanekærvej 16, Kelstrup, 6100 Haderslev"
"Kelstrupvej 44, 6100 Haderslev"
"Klosteret 24, st. th, 6100 Haderslev"
"Kløvervej 206, 6100 Haderslev"
"Kroghs Kobbel 45, 6100 Haderslev"
"Lindøvej 123, Starup, 6100 Haderslev"
"Lembckesvej 43, 2. th, 6100 Haderslev"
"Lindevej 11, 6100 Haderslev"
"Lyøvej 51, Starup, 6100 Haderslev"
"Moltrupvej 42, 1. 29, 6100 Haderslev"
"Nederbyvænget 284, Aastrup, 6100 Haderslev"
"Ny Allegade 24, 1. th, 6100 Haderslev"
"Nørregade 12B, 3. th, 6100 Haderslev"
"Odinsvej 24, st., 6100 Haderslev"
"Parkvej 5A, 6100 Haderslev"
"Raade Strandpark 74, 6100 Haderslev"
"Ribe Landevej 54, st., 6100 Haderslev"
"Rosenbakken 105, 6100 Haderslev"
"Rådmandsvej 22, 1. 11, 6100 Haderslev"
"Selbjerg 34, Hoptrup, 6100 Haderslev"
"Skovbrynet 18, 6100 Haderslev"
"Skovvænget 72, 2. tv, 6100 Haderslev"
"Slotsgade 6, st. tv, 6100 Haderslev"
"Solbakken 22, 6100 Haderslev"
"Starup Kirkevej 1, Starup, 6100 Haderslev"
"Storegade 25, st., 6100 Haderslev"
"Sverigesvej 11, 6100 Haderslev"
"Sønderballe Strand 108, 6100 Haderslev"
"Søvang 39, Marstrup, 6100 Haderslev"
"Tjørnebakken 37, 6100 Haderslev"
"Tåsingevej 97, Starup, 6100 Haderslev"
"Varbergvej 68, 6100 Haderslev"
"Vendekobbel 6, 6100 Haderslev"
"Ærøvej 14, Starup, 6100 Haderslev"
"Øsbygade 39A, 6100 Haderslev"
"Havsagergyde 36, Anslet, 6100 Haderslev"
"Hulvejen 7, Sandersvig, 6100 Haderslev"
"Sandersvig Strandvej 56, Sandersvig, 6100 Haderslev"
"Skovbøllingvej 26, 6100 Haderslev"
"Tapagervej 2, Knud, 6100 Haderslev"
"Aabenraavej 84, 4. e, 6100 Haderslev"
"Allegade 13, 2. th, 6100 Haderslev"
"Baldersvej 200, 6100 Haderslev"
"Blokhusskoven 60, Kelstrup Strand, 6100 Haderslev"
"Braineparken 22, 2. th, 6100 Haderslev"
"Bredgade 7C, st. th, 6100 Haderslev"
"Brøndstræde 1, 6100 Haderslev"
"Christen Kolds Vej 4, kl., 6100 Haderslev"
"Dalgade 8A, 6100 Haderslev"
"Ribe Landevej 21G, 6100 Haderslev"
"Drosselvej 33, 6100 Haderslev"
"Erlevvej 65, 6100 Haderslev"
"Favrdalen 71, 6100 Haderslev"
"Fjordglimt 27, Starup, 6100 Haderslev"
"Frejas Have 17, 6100 Haderslev"
"Fårehave 13, st., Aastrup, 6100 Haderslev"
"Gravene 14D, 2. tv, 6100 Haderslev"
"Grønningen 32, 1. tv, 6100 Haderslev"
"Hiort Lorenzens Vej 8G, 2. tv, 6100 Haderslev"
"Hans Tausens Vej 13, 6100 Haderslev"
"Hejsager Strandby 2, 6100 Haderslev"
"Hejsager Strandvej 227, 6100 Haderslev"
"Hjortebrovej 25, 1. th, 6100 Haderslev"
"Hjortebrovej 98, 6100 Haderslev"
"Hovslundvej 24, Hoptrup, 6100 Haderslev"
"Jomfrustien 18A, 3., 6100 Haderslev"
"Kanekærvej 18, Kelstrup, 6100 Haderslev"
"Klosteret 24, st. tv, 6100 Haderslev"
"Kløvervej 208, 6100 Haderslev"
"Kroghs Kobbel 47, 6100 Haderslev"
"Lindøvej 121, Starup, 6100 Haderslev"
"Laurids Skaus Gade 23, 6100 Haderslev"
"Lembckesvej 43, 2. tv, 6100 Haderslev"
"Lindevej 12A, st., 6100 Haderslev"
"Lyøvej 53, Starup, 6100 Haderslev"
"Marstrup Kirkevej 88, 6100 Haderslev"
"Moltrupvej 42, 1. 30, 6100 Haderslev"
"Nederbyvænget 286, Aastrup, 6100 Haderslev"
"Ny Allegade 24, 1. tv, 6100 Haderslev"
"Nørregade 12B, 3. tv, 6100 Haderslev"
"Odinsvej 24, 1. th, 6100 Haderslev"
"Parkvej 6, 6100 Haderslev"
"Ribe Landevej 54, 1., 6100 Haderslev"
"Rosenbakken 107, 6100 Haderslev"
"Rådmandsvej 22, 1. 12, 6100 Haderslev"
"Selbjerg 36, Hoptrup, 6100 Haderslev"
"Skallebækvej 41, 6100 Haderslev"
"Skovbrynet 19, 6100 Haderslev"
"Skrædderkobbel 5, Lunding, 6100 Haderslev"
"Slotsgade 6, 1. th, 6100 Haderslev"
"Solbakken 23, 6100 Haderslev"
"Starup Kirkevej 2, Starup, 6100 Haderslev"
"Storegade 25, 1. th, 6100 Haderslev"
"Sverigesvej 15, st. mf, 6100 Haderslev"
"Sønderballe Strand 109, 6100 Haderslev"
"Søvang 40, Marstrup, 6100 Haderslev"
"Tjørnebakken 38, 6100 Haderslev"
"Tåsingevej 99, Starup, 6100 Haderslev"
"Varbergvej 69, st. mf, 6100 Haderslev"
"Vendekobbel 7, 6100 Haderslev"
"Ærøvej 15, Starup, 6100 Haderslev"
"Øsbygade 39B, 1., 6100 Haderslev"
"Havsagergyde 38, Anslet, 6100 Haderslev"
"Hulvejen 8, Sandersvig, 6100 Haderslev"
"Allegade 13, 2. tv, 6100 Haderslev"
"Sandersvig Strandvej 58, Sandersvig, 6100 Haderslev"
"Skovbøllingvej 29, 6100 Haderslev"
"Tapagervej 4, Knud, 6100 Haderslev"
"Tranevej 1, Sandersvig, 6100 Haderslev"
"Aabenraavej 84, 4. f, 6100 Haderslev"
"Aastrup Alle 51, 6100 Haderslev"
"Aastrupvej 68, st., 6100 Haderslev"
"Baldersvej 220, 6100 Haderslev"
"Blokhusskoven 61, Kelstrup Strand, 6100 Haderslev"
"Braineparken 22, 2. tv, 6100 Haderslev"
"Bredgade 7C, st. tv, 6100 Haderslev"
"Brøndstræde 2, 6100 Haderslev"
"Christen Kolds Vej 4, st., 6100 Haderslev"
"Diernæs Strandby 76, 6100 Haderslev"
"Drosselvej 34, 6100 Haderslev"
"Erlevvej 66, 6100 Haderslev"
"Favrdalen 73, 6100 Haderslev"
"Fjordglimt 28, Starup, 6100 Haderslev"
"Frejas Have 18, 6100 Haderslev"
"Fårehave 14, st., Aastrup, 6100 Haderslev"
"Gravene 14E, st., 6100 Haderslev"
"Grønningen 32, 2. th, 6100 Haderslev"
"Hans Tausens Vej 14, 6100 Haderslev"
"Hejsager Strandby 4, 6100 Haderslev"
"Hejsager Strandvej 228, 6100 Haderslev"
"Hjortebrovej 25, 1. tv, 6100 Haderslev"
"Hjortebrovej 100, 6100 Haderslev"
"Hovslundvej 25, Hoptrup, 6100 Haderslev"
"Jomfrustien 18B, st. th, 6100 Haderslev"
"Kannikepladsen 9, 6100 Haderslev"
"Kelstrupvej 46, 6100 Haderslev"
"Klosteret 24, 1. th, 6100 Haderslev"
"Kløvervej 210, 6100 Haderslev"
"Kroghs Kobbel 49, 6100 Haderslev"
"Lindøvej 119, Starup, 6100 Haderslev"
"Laurids Skaus Gade 24, 1., 6100 Haderslev"
"Lembckesvej 45, st. th, 6100 Haderslev"
"Lindevej 12A, 1., 6100 Haderslev"
"Lyøvej 55, Starup, 6100 Haderslev"
"Marstrup Møllevej 22, 6100 Haderslev"
"Moltrupvej 42, 1. 31, 6100 Haderslev"
"Naffet 22, 6100 Haderslev"
"Nederbyvænget 288, Aastrup, 6100 Haderslev"
"Ny Allegade 24, 2. mf, 6100 Haderslev"
"Odinsvej 24, 1. tv, 6100 Haderslev"
"Parkvej 7, 6100 Haderslev"
"Raade Strandpark 80, 6100 Haderslev"
"Ribe Landevej 54, 2., 6100 Haderslev"
"Rosenbakken 109, 6100 Haderslev"
"Rådmandsvej 22, 1. 13, 6100 Haderslev"
"Selbjerg 38, Hoptrup, 6100 Haderslev"
"Skallebækvej 43, 6100 Haderslev"
"Skovbrynet 20, 6100 Haderslev"
"Skrædderkobbel 9, Lunding, 6100 Haderslev"
"Slotsgade 6, 1. tv, 6100 Haderslev"
"Solbakken 24, 6100 Haderslev"
"Starup Kirkevej 3, Starup, 6100 Haderslev"
"Storegade 25, 1. tv, 6100 Haderslev"
"Sverigesvej 15, st. th, 6100 Haderslev"
"Sønderballe Strand 110, 6100 Haderslev"
"Søvang 41, Marstrup, 6100 Haderslev"
"Tjørnebakken 40, 6100 Haderslev"
"Tåsingevej 101, Starup, 6100 Haderslev"
"Varbergvej 69, st. th, 6100 Haderslev"
"Vendekobbel 8, 6100 Haderslev"
"Ærøvej 16, Starup, 6100 Haderslev"
"Øsbygade 39B, 2., 6100 Haderslev"
"Bekkasinvej 3, Sandersvig, 6100 Haderslev"
"Sandersvig Strandvej 60, Sandersvig, 6100 Haderslev"
"Skovbøllingvej 35, 6100 Haderslev"
"Tapagervej 11, Knud, 6100 Haderslev"
"Tranevej 3, Sandersvig, 6100 Haderslev"
"Aabenraavej 84, 4. g, 6100 Haderslev"
"Aarøsund Landevej 130, 6100 Haderslev"
"Aastrup Alle 52, 6100 Haderslev"
"Aastrupvej 68, 1., 6100 Haderslev"
"Allegade 13, 3. th, 6100 Haderslev"
"Blokhusskoven 63, Kelstrup Strand, 6100 Haderslev"
"Braineparken 23, 6100 Haderslev"
"Bredgade 7C, 1. th, 6100 Haderslev"
"Brøndstræde 4, 6100 Haderslev"
"Christen Kolds Vej 10, 6100 Haderslev"
"Dalgade 8C, 6100 Haderslev"
"Diernæs Strandby 77, 6100 Haderslev"
"Drosselvej 35, 6100 Haderslev"
"Erlevvej 67, 6100 Haderslev"
"Favrdalen 75, 6100 Haderslev"
"Fjordglimt 29, Starup, 6100 Haderslev"
"Frejas Have 19, 6100 Haderslev"
"Fårehave 15, st., Aastrup, 6100 Haderslev"
"Gravene 14E, 1. th, 6100 Haderslev"
"Grønningen 32, 2. tv, 6100 Haderslev"
"Hiort Lorenzens Vej 9, st., 6100 Haderslev"
"Hejsager Strandby 4A, 6100 Haderslev"
"Hejsager Strandvej 229, 6100 Haderslev"
"Hjortebrovej 25, 2. th, 6100 Haderslev"
"Hjortebrovej 102, 6100 Haderslev"
"Hovslundvej 27, Hoptrup, 6100 Haderslev"
"Jomfrustien 18B, st. tv, 6100 Haderslev"
"Kannikepladsen 17, 1. th, 6100 Haderslev"
"Klosteret 24, 1. tv, 6100 Haderslev"
"Kløvervej 212, 6100 Haderslev"
"Kroghs Kobbel 51, 6100 Haderslev"
"Lindøvej 117, Starup, 6100 Haderslev"
"Laurids Skaus Gade 24, 2., 6100 Haderslev"
"Lembckesvej 45, st. tv, 6100 Haderslev"
"Lindevej 12A, 2., 6100 Haderslev"
"Lyøvej 57, Starup, 6100 Haderslev"
"Marstrup Møllevej 28, 6100 Haderslev"
"Moltrupvej 42, 1. 32, 6100 Haderslev"
"Naffet 22, kl., 6100 Haderslev"
"Nederbyvænget 290, Aastrup, 6100 Haderslev"
"Ny Allegade 24, 2. th, 6100 Haderslev"
"Odinsvej 25, 6100 Haderslev"
"Parkvej 8, 6100 Haderslev"
"Ribe Landevej 55, 6100 Haderslev"
"Rosenvænget 1, 6100 Haderslev"
"Rådmandsvej 22, 1. 14, 6100 Haderslev"
"Selbjerg 40, Hoptrup, 6100 Haderslev"
"Skovbrynet 22, 6100 Haderslev"
"Skrædderkobbel 11, Lunding, 6100 Haderslev"
"Slotsgade 7, st. th, 6100 Haderslev"
"Solbakken 25, 6100 Haderslev"
"Starup Kirkevej 4, Starup, 6100 Haderslev"
"Storegade 25, 2. th, 6100 Haderslev"
"Storegade 78A, st., 6100 Haderslev"
"Sverigesvej 15, st. tv, 6100 Haderslev"
"Sønderbro 2A, 6100 Haderslev"
"Søvang 42, Marstrup, 6100 Haderslev"
"Tjørnebakken 41, 6100 Haderslev"
"Tåsingevej 103, Starup, 6100 Haderslev"
"Varbergvej 69, st. tv, 6100 Haderslev"
"Vendekobbel 8A, 6100 Haderslev"
"Vilstrup Bysving 23, 6100 Haderslev"
"Ærøvej 17, Starup, 6100 Haderslev"
"Øsbygade 40, st., 6100 Haderslev"
"Sandersvig Strandvej 62, Sandersvig, 6100 Haderslev"
"Skovbøllingvej 40, 6100 Haderslev"
"Tranevej 4, Sandersvig, 6100 Haderslev"
"Aabenraavej 84, 4. h, 6100 Haderslev"
"Aarøsund Landevej 140, 6100 Haderslev"
"Aastrupvej 70, 6100 Haderslev"
"Allegade 13, 3. tv, 6100 Haderslev"
"Ballehøj 1, Starup, 6100 Haderslev"
"Blokhusskoven 64, Kelstrup Strand, 6100 Haderslev"
"Braineparken 24, st. th, 6100 Haderslev"
"Bredgade 7C, 1. tv, 6100 Haderslev"
"Christen Kolds Vej 10, kl., 6100 Haderslev"
"Dalgade 10, st. th, 6100 Haderslev"
"Erlevvej 68, 6100 Haderslev"
"Favrdalen 77, 6100 Haderslev"
"Frejas Have 20, 6100 Haderslev"
"Fårehave 16, st., Aastrup, 6100 Haderslev"
"Gravene 14E, 1. tv, 6100 Haderslev"
"Grønningen 33, 6100 Haderslev"
"Hiort Lorenzens Vej 9, 1., 6100 Haderslev"
"Hiort Lorenzens Vej 67, 6100 Haderslev"
"Hans Tausens Vej 16, 6100 Haderslev"
"Hejsager Strandby 5, 6100 Haderslev"
"Hejsager Strandvej 230, 6100 Haderslev"
"Hjortebrovej 25, 2. tv, 6100 Haderslev"
"Hjortebrovej 104, 6100 Haderslev"
"Hovslundvej 28, Hoptrup, 6100 Haderslev"
"Højgårdvej 52, 6100 Haderslev"
"Jomfrustien 18B, 1., 6100 Haderslev"
"Kannikepladsen 17, 1. tv, 6100 Haderslev"
"Kelstrupvej 48, 6100 Haderslev"
"Klosteret 25A, 6100 Haderslev"
"Kløvervej 214, 6100 Haderslev"
"Lindøvej 115, Starup, 6100 Haderslev"
"Laurids Skaus Gade 26, 6100 Haderslev"
"Lembckesvej 45, 1. th, 6100 Haderslev"
"Lindevej 12, st. th, 6100 Haderslev"
"Lyøvej 59, Starup, 6100 Haderslev"
"Marstrup Møllevej 40, 6100 Haderslev"
"Moltrupvej 42, 1. 33, 6100 Haderslev"
"Naffet 22, st., 6100 Haderslev"
"Nederbyvænget 292, Aastrup, 6100 Haderslev"
"Ny Allegade 24, 2. tv, 6100 Haderslev"
"Odinsvej 26, 6100 Haderslev"
"Parkvej 9, 6100 Haderslev"
"Ribe Landevej 56, 6100 Haderslev"
"Rosenvænget 2, 6100 Haderslev"
"Rådmandsvej 22, 1. 9, 6100 Haderslev"
"Selbjerg 42, Hoptrup, 6100 Haderslev"
"Skovbrynet 24, 6100 Haderslev"
"Skrågyde 3, Hejsager, 6100 Haderslev"
"Solbakken 26, 6100 Haderslev"
"Starup Kirkevej 5, Starup, 6100 Haderslev"
"Storegade 25, 2. tv, 6100 Haderslev"
"Storegade 78A, 1., 6100 Haderslev"
"Posthussvinget 2, 1., 6100 Haderslev"
"Sønderbro 2B, 1., 6100 Haderslev"
"Søvang 44, Marstrup, 6100 Haderslev"
"Tjørnebakken 42, 6100 Haderslev"
"Tåsingevej 105, Starup, 6100 Haderslev"
"Varbergvej 69, 1. mf, 6100 Haderslev"
"Vendekobbel 9, 6100 Haderslev"
"Vilstrup Bysving 23, 6100 Haderslev"
"Ærøvej 18, Starup, 6100 Haderslev"
"Øsbygade 40, 1., 6100 Haderslev"
"Bekkasinvej 8, Sandersvig, 6100 Haderslev"
"Sandersvig Strandvej 64, Sandersvig, 6100 Haderslev"
"Tapagervej 36, Knud, 6100 Haderslev"
"Tranevej 5, Sandersvig, 6100 Haderslev"
"Aabenraavej 86, 6100 Haderslev"
"Aarøsund Landevej 141, 6100 Haderslev"
"Aastrup Alle 55, 6100 Haderslev"
"Aastrupvej 71, 6100 Haderslev"
"Allegade 14, st. th, 6100 Haderslev"
"Ballehøj 2, Starup, 6100 Haderslev"
"Blokhusskoven 65, Kelstrup Strand, 6100 Haderslev"
"Braineparken 24, st. tv, 6100 Haderslev"
"Bredgade 7C, 2. th, 6100 Haderslev"
"Christen Kolds Vej 10, st., 6100 Haderslev"
"Dalgade 10, st. tv, 6100 Haderslev"
"Diernæs Strandby 79, 6100 Haderslev"
"Erlevvej 69, 6100 Haderslev"
"Favrdalen 79, 6100 Haderslev"
"Starup Kirkevej 6, Starup, 6100 Haderslev"
"Fjordglimt 37, Starup, 6100 Haderslev"
"Frejas Have 21, 6100 Haderslev"
"Fårehave 17, st., Aastrup, 6100 Haderslev"
"Gravene 14E, 2. th, 6100 Haderslev"
"Grønningen 34, st. th, 6100 Haderslev"
"Hejsager Strandby 6, 6100 Haderslev"
"Hejsager Strandvej 232, 6100 Haderslev"
"Hjortebrovej 26, st. th, 6100 Haderslev"
"Hjortebrovej 106, 6100 Haderslev"
"Hovslundvej 30, Hoptrup, 6100 Haderslev"
"Jomfrustien 20A, st. th, 6100 Haderslev"
"Kannikepladsen 17, 2. th, 6100 Haderslev"
"Kelstrupvej 49, st. mf, 6100 Haderslev"
"Klosteret 25B, 6100 Haderslev"
"Kløvervej 216, 6100 Haderslev"
"Kroghs Kobbel 55, 6100 Haderslev"
"Lindøvej 113, Starup, 6100 Haderslev"
"Laurids Skaus Gade 28, st., 6100 Haderslev"
"Lembckesvej 45, 1. tv, 6100 Haderslev"
"Lindevej 12, st. tv, 6100 Haderslev"
"Lyøvej 61, Starup, 6100 Haderslev"
"Marstrup Møllevej 50, 6100 Haderslev"
"Moltrupvej 42, 1. 34, 6100 Haderslev"
"Naffet 22, 1. th, 6100 Haderslev"
"Nederbyvænget 294, Aastrup, 6100 Haderslev"
"Ny Allegade 26, st., 6100 Haderslev"
"Odinsvej 27, 6100 Haderslev"
"Rosenvænget 3, 6100 Haderslev"
"Rådmandsvej 24, st., 6100 Haderslev"
"Selbjerg 44, Hoptrup, 6100 Haderslev"
"Skovbrynet 26, 6100 Haderslev"
"Skrågyde 7, Hejsager, 6100 Haderslev"
"Slotsgade 7, 1. th, 6100 Haderslev"
"Solbakken 27, 6100 Haderslev"
"Storegade 26, kl., 6100 Haderslev"
"Storegade 78A, 2., 6100 Haderslev"
"Sydhavnsvej 1B, 6100 Haderslev"
"Sønderbro 2B, 2., 6100 Haderslev"
"Søvang 46, Marstrup, 6100 Haderslev"
"Thrigesvej 17, 6100 Haderslev"
"Tjørnebakken 43, 6100 Haderslev"
"Tåsingevej 107, Starup, 6100 Haderslev"
"Varbergvej 69, 1. th, 6100 Haderslev"
"Vendekobbel 10, 6100 Haderslev"
"Vilstrup Bysving 25, 6100 Haderslev"
"Øsbygade 41, 6100 Haderslev"
"Bekkasinvej 9, Sandersvig, 6100 Haderslev"
"Sandersvig Strandvej 66, Sandersvig, 6100 Haderslev"
"Tapagervej 40, Knud, 6100 Haderslev"
"Tranevej 6, Sandersvig, 6100 Haderslev"
"Aabenraavej 88, 6100 Haderslev"
"Aarøsund Landevej 142, 6100 Haderslev"
"Aastrupvej 72, 6100 Haderslev"
"Allegade 14, st. tv, 6100 Haderslev"
"Ballehøj 3, Starup, 6100 Haderslev"
"Blokhusskoven 67, Kelstrup Strand, 6100 Haderslev"
"Braineparken 24, 1. th, 6100 Haderslev"
"Bredgade 7C, 2. tv, 6100 Haderslev"
"Christen Kolds Vej 10, 1., 6100 Haderslev"
"Dalgade 10, 1. th, 6100 Haderslev"
"Diernæs Strandby 80, 6100 Haderslev"
"Dundelum 14, Diernæs, 6100 Haderslev"
"Erlevvej 70, 6100 Haderslev"
"Favrdalen 81, 6100 Haderslev"
"Fjordglimt 39, Starup, 6100 Haderslev"
"Frejas Have 22, 6100 Haderslev"
"Fårehave 18, 1., Aastrup, 6100 Haderslev"
"Gravene 14E, 2. tv, 6100 Haderslev"
"Grønningen 34, st. tv, 6100 Haderslev"
"Hiort Lorenzens Vej 69A, st. 1, 6100 Haderslev"
"Hans Tausens Vej 18, 6100 Haderslev"
"Hejsager Strandby 7, 6100 Haderslev"
"Hejsager Strandvej 234, 6100 Haderslev"
"Hjortebrovej 26, st. tv, 6100 Haderslev"
"Hjortebrovej 108, 6100 Haderslev"
"Hovslundvej 33, Hoptrup, 6100 Haderslev"
"Højgårdvej 54, 6100 Haderslev"
"Jomfrustien 20A, st. tv, 6100 Haderslev"
"Kannikepladsen 17, 2. tv, 6100 Haderslev"
"Kelstrupvej 49, st. th, 6100 Haderslev"
"Klosteret 25C, 6100 Haderslev"
"Kløvervej 218, 6100 Haderslev"
"Kroghs Kobbel 57, 6100 Haderslev"
"Lindøvej 111, Starup, 6100 Haderslev"
"Laurids Skaus Gade 28, 1., 6100 Haderslev"
"Lembckesvej 45, 2. th, 6100 Haderslev"
"Lindevej 12, 1. th, 6100 Haderslev"
"Lyøvej 63, Starup, 6100 Haderslev"
"Marstrup Sønderby 1, 6100 Haderslev"
"Moltrupvej 42, 1. 35, 6100 Haderslev"
"Naffet 22, 1. tv, 6100 Haderslev"
"Nederbyvænget 296, Aastrup, 6100 Haderslev"
"Ny Allegade 26, 1., 6100 Haderslev"
"Nørregade 14A, st., 6100 Haderslev"
"Ribe Landevej 59A, 6100 Haderslev"
"Rosenvænget 4, 6100 Haderslev"
"Rådmandsvej 24, st. 24, 6100 Haderslev"
"Skallebækvej 51, 6100 Haderslev"
"Skovbrynet 28, 6100 Haderslev"
"Skrågyde 9, Hejsager, 6100 Haderslev"
"Slotsgade 7, 1. tv, 6100 Haderslev"
"Solbakken 28, 6100 Haderslev"
"Starup Kirkevej 7, Starup, 6100 Haderslev"
"Storegade 26, st., 6100 Haderslev"
"Storegade 78A, 3., 6100 Haderslev"
"Sydhavnsvej 1F, 6100 Haderslev"
"Sønderbro 2C, 6100 Haderslev"
"Søvang 48, Marstrup, 6100 Haderslev"
"Tjørnebakken 44, 6100 Haderslev"
"Tåsingevej 109, Starup, 6100 Haderslev"
"Varbergvej 69, 1. tv, 6100 Haderslev"
"Vendekobbel 11, 6100 Haderslev"
"Vilstrup Bysving 26, 6100 Haderslev"
"Ærøvej 20, Starup, 6100 Haderslev"
"Øsbygade 43, 6100 Haderslev"
"Bekkasinvej 12, Sandersvig, 6100 Haderslev"
"Sandersvig Strandvej 68, Sandersvig, 6100 Haderslev"
"Tranevej 7, Sandersvig, 6100 Haderslev"
"Aabenraavej 90, 6100 Haderslev"
"Aarøsund Landevej 143, 6100 Haderslev"
"Aastrupvej 73, 6100 Haderslev"
"Allegade 14, 1. th, 6100 Haderslev"
"Ballehøj 4, Starup, 6100 Haderslev"
"Blokhusskoven 85, Kelstrup Strand, 6100 Haderslev"
"Braineparken 24, 1. tv, 6100 Haderslev"
"Christen Kolds Vej 12, 6100 Haderslev"
"Dalgade 10, 1. tv, 6100 Haderslev"
"Diernæs Strandby 81, 6100 Haderslev"
"Dundelum 15, Diernæs, 6100 Haderslev"
"Erlevvej 71, 6100 Haderslev"
"Favrdalen 83, 6100 Haderslev"
"Flovt Bygade 3, 6100 Haderslev"
